AirportID,IataCode,IcaoCode,Name,City,Country,Timezone,Dst
3687,FAT,KFAT,Fresno Yosemite International Airport,Fresno,United States,-8,A
3688,VRB,KVRB,Vero Beach Regional Airport,Vero Beach,United States,-5,A
3689,IPL,KIPL,Imperial County Airport,Imperial,United States,-8,A
3690,BNA,KBNA,Nashville International Airport,Nashville,United States,-6,A
3691,LRD,KLRD,Laredo International Airport,Laredo,United States,-6,A
3692,EDF,PAED,Elmendorf Air Force Base,Anchorage,United States,-9,A
3693,OTZ,PAOT,Ralph Wien Memorial Airport,Kotzebue,United States,-9,A
3694,AOO,KAOO,Altoona Blair County Airport,Altoona,United States,-5,A
3695,DYS,KDYS,Dyess Air Force Base,Abilene,United States,-6,A
3696,ELD,KELD,South Arkansas Regional At Goodwin Field,El Dorado,United States,-6,A
3697,LGA,KLGA,La Guardia Airport,New York,United States,-5,A
3698,TLH,KTLH,Tallahassee Regional Airport,Tallahassee,United States,-5,A
3699,DPA,KDPA,Dupage Airport,West Chicago,United States,-6,A
3700,ACT,KACT,Waco Regional Airport,Waco,United States,-6,A
3701,AUG,KAUG,Augusta State Airport,Augusta,United States,-5,A
3703,NIP,KNIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,United States,-5,A
3704,MKL,KMKL,McKellar-Sipes Regional Airport,Jackson,United States,-6,A
3705,MKK,PHMK,Molokai Airport,Molokai,United States,-10,N
3706,FTK,KFTK,Godman Army Air Field,Fort Knox,United States,-5,A
3708,SJT,KSJT,San Angelo Regional Mathis Field,San Angelo,United States,-6,A
3709,CXL,KCXL,Calexico International Airport,Calexico,United States,-8,A
3710,CIC,KCIC,Chico Municipal Airport,Chico,United States,-8,A
3711,BTV,KBTV,Burlington International Airport,Burlington,United States,-5,A
3712,JAX,KJAX,Jacksonville International Airport,Jacksonville,United States,-5,A
3713,DRO,KDRO,Durango La Plata County Airport,Durango,United States,-7,A
3714,IAD,KIAD,Washington Dulles International Airport,Washington,United States,-5,A
3715,CLL,KCLL,Easterwood Field,College Station,United States,-6,A
3716,SFF,KSFF,Felts Field,Spokane,United States,-8,A
3717,MKE,KMKE,General Mitchell International Airport,Milwaukee,United States,-6,A
3718,ABI,KABI,Abilene Regional Airport,Abilene,United States,-6,A
3719,COU,KCOU,Columbia Regional Airport,Columbia,United States,-6,A
3720,PDX,KPDX,Portland International Airport,Portland,United States,-8,A
3721,TNT,KTNT,Dade Collier Training and Transition Airport,Miami,United States,-5,A
3722,PBI,KPBI,Palm Beach International Airport,West Palm Beach,United States,-5,A
3723,FTW,KFTW,Fort Worth Meacham International Airport,Fort Worth,United States,-6,A
3724,OGS,KOGS,Ogdensburg International Airport,Ogdensburg,United States,-5,A
3725,FMH,KFMH,Cape Cod Coast Guard Air Station,Falmouth,United States,-5,A
3726,BFI,KBFI,Boeing Field King County International Airport,Seattle,United States,-8,A
3727,SKF,KSKF,Lackland Air Force Base,San Antonio,United States,-6,A
3728,HNL,PHNL,Daniel K Inouye International Airport,Honolulu,United States,-10,N
3729,DSM,KDSM,Des Moines International Airport,Des Moines,United States,-6,A
3730,EWN,KEWN,Coastal Carolina Regional Airport,New Bern,United States,-5,A
3731,SAN,KSAN,San Diego International Airport,San Diego,United States,-8,A
3732,MLU,KMLU,Monroe Regional Airport,Monroe,United States,-6,A
3733,SSC,KSSC,Shaw Air Force Base,Sumter,United States,-5,A
3734,ONT,KONT,Ontario International Airport,Ontario,United States,-8,A
3735,GVT,KGVT,Majors Airport,Greenvile,United States,-6,A
3736,ROW,KROW,Roswell International Air Center Airport,Roswell,United States,-7,A
3737,DET,KDET,Coleman A. Young Municipal Airport,Detroit,United States,-5,A
3738,BRO,KBRO,Brownsville South Padre Island International Airport,Brownsville,United States,-6,A
3739,DHN,KDHN,Dothan Regional Airport,Dothan,United States,-6,A
3740,WWD,KWWD,Cape May County Airport,Wildwood,United States,-5,A
3741,NFL,KNFL,Fallon Naval Air Station,Fallon,United States,-8,A
3742,MTC,KMTC,Selfridge Air National Guard Base Airport,Mount Clemens,United States,-5,A
3743,FMN,KFMN,Four Corners Regional Airport,Farmington,United States,-7,A
3744,CRP,KCRP,Corpus Christi International Airport,Corpus Christi,United States,-6,A
3745,SYR,KSYR,Syracuse Hancock International Airport,Syracuse,United States,-5,A
3746,NQX,KNQX,Naval Air Station Key West/Boca Chica Field,Key West,United States,-5,A
3747,MDW,KMDW,Chicago Midway International Airport,Chicago,United States,-6,A
3748,SJC,KSJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,-8,A
3749,HOB,KHOB,Lea County Regional Airport,Hobbs,United States,-7,A
3750,PNE,KPNE,Northeast Philadelphia Airport,Philadelphia,United States,-5,A
3751,DEN,KDEN,Denver International Airport,Denver,United States,-7,A
3752,PHL,KPHL,Philadelphia International Airport,Philadelphia,United States,-5,A
3753,SUX,KSUX,Sioux Gateway Col. Bud Day Field,Sioux City,United States,-6,A
3754,MCN,KMCN,Middle Georgia Regional Airport,Macon,United States,-5,A
3755,TCS,KTCS,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,-7,A
3756,PMD,KPMD,Palmdale Regional/USAF Plant 42 Airport,Palmdale,United States,-8,A
3757,RND,KRND,Randolph Air Force Base,San Antonio,United States,-6,A
3758,NJK,KNJK,El Centro NAF Airport (Vraciu Field),El Centro,United States,-8,A
3759,CMH,KCMH,John Glenn Columbus International Airport,Columbus,United States,-5,A
3760,FYV,KFYV,Drake Field,Fayetteville,United States,-6,A
3761,FSI,KFSI,Henry Post Army Air Field (Fort Sill),Fort Sill,United States,-6,A
3763,FFO,KFFO,Wright-Patterson Air Force Base,Dayton,United States,-5,A
3764,GAL,PAGA,Edward G. Pitka Sr Airport,Galena,United States,-9,A
3766,MWL,KMWL,Mineral Wells Airport,Mineral Wells,United States,-6,A
3767,IAB,KIAB,Mc Connell Air Force Base,Wichita,United States,-6,A
3768,NBG,KNBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,-6,A
3769,BFT,KARW,Beaufort County Airport,Beaufort,United States,-5,A
3770,TXK,KTXK,Texarkana Regional Webb Field,Texarkana,United States,-6,A
3771,PBG,KPBG,Plattsburgh International Airport,Plattsburgh,United States,-5,A
3772,APG,KAPG,Phillips Army Air Field,Aberdeen,United States,-5,A
3773,TCC,KTCC,Tucumcari Municipal Airport,Tucumcari,United States,-7,A
3774,ANC,PANC,Ted Stevens Anchorage International Airport,Anchorage,United States,-9,A
3775,GRK,KGRK,Robert Gray  Army Air Field Airport,Killeen,United States,-6,A
3777,BLI,KBLI,Bellingham International Airport,Bellingham,United States,-8,A
3778,NQA,KNQA,Millington-Memphis Airport,Millington,United States,-6,A
3779,EKN,KEKN,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,-5,A
3780,HFD,KHFD,Hartford Brainard Airport,Hartford,United States,-5,A
3781,SFZ,KSFZ,North Central State Airport,Smithfield,United States,-5,A
3782,MOB,KMOB,Mobile Regional Airport,Mobile,United States,-6,A
3783,NUQ,KNUQ,Moffett Federal Airfield,Mountain View,United States,-8,A
3784,SAF,KSAF,Santa Fe Municipal Airport,Santa Fe,United States,-7,A
3785,BKH,PHBK,Barking Sands Airport,Barking Sands,United States,-10,A
3786,DRI,KDRI,Beauregard Regional Airport,Deridder,United States,-6,A
3787,BSF,PHSF,Bradshaw Army Airfield,Bradshaw Field,United States,-10,A
3788,OLS,KOLS,Nogales International Airport,Nogales,United States,-7,A
3789,MCF,KMCF,Mac Dill Air Force Base,Tampa,United States,-5,A
3790,BLV,KBLV,Scott AFB/Midamerica Airport,Belleville,United States,-6,A
3791,OPF,KOPF,Opa-locka Executive Airport,Miami,United States,-5,A
3792,DRT,KDRT,Del Rio International Airport,Del Rio,United States,-6,A
3793,RSW,KRSW,Southwest Florida International Airport,Fort Myers,United States,-5,A
3794,AKN,PAKN,King Salmon Airport,King Salmon,United States,-9,A
3795,MUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,-5,A
3796,JHM,PHJH,Kapalua Airport,Lahania-kapalua,United States,-10,N
3797,JFK,KJFK,John F Kennedy International Airport,New York,United States,-5,A
3798,HST,KHST,Homestead ARB Airport,Homestead,United States,-5,A
3799,RAL,KRAL,Riverside Municipal Airport,Riverside,United States,-8,A
3800,FLV,KFLV,Sherman Army Air Field,Fort Leavenworth,United States,-6,A
3801,WAL,KWAL,Wallops Flight Facility Airport,Wallops Island,United States,-5,A
3802,HMN,KHMN,Holloman Air Force Base,Alamogordo,United States,-7,A
3803,NXX,KNXX,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,-5,A
3804,CYS,KCYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,-7,A
3805,SCK,KSCK,Stockton Metropolitan Airport,Stockton,United States,-8,A
3806,CHS,KCHS,Charleston Air Force Base-International Airport,Charleston,United States,-5,A
3807,RNO,KRNO,Reno Tahoe International Airport,Reno,United States,-8,A
3808,KTN,PAKT,Ketchikan International Airport,Ketchikan,United States,-9,A
3809,YIP,KYIP,Willow Run Airport,Detroit,United States,-5,A
3810,VBG,KVBG,Vandenberg Air Force Base,Lompoc,United States,-8,A
3811,BHM,KBHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,-6,A
3812,NEL,KNEL,Lakehurst Maxfield Field Airport,Lakehurst,United States,-5,A
3813,SYA,PASY,Eareckson Air Station,Shemya,United States,-10,A
3814,LSV,KLSV,Nellis Air Force Base,Las Vegas,United States,-8,A
3815,RIV,KRIV,March ARB Airport,Riverside,United States,-8,A
3816,MOD,KMOD,Modesto City Co-Harry Sham Field,Modesto,United States,-8,A
3817,SMF,KSMF,Sacramento International Airport,Sacramento,United States,-8,A
3818,UGN,KUGN,Waukegan National Airport,Chicago,United States,-6,A
3819,COS,KCOS,City of Colorado Springs Municipal Airport,Colorado Springs,United States,-7,A
3820,BUF,KBUF,Buffalo Niagara International Airport,Buffalo,United States,-5,A
3821,SKY,KSKY,Griffing Sandusky Airport,Sandusky,United States,-5,A
3822,PAE,KPAE,Snohomish County (Paine Field) Airport,Everett,United States,-8,A
3823,MUO,KMUO,Mountain Home Air Force Base,Mountain Home,United States,-7,A
3824,CDC,KCDC,Cedar City Regional Airport,Cedar City,United States,-7,A
3825,BDL,KBDL,Bradley International Airport,Windsor Locks,United States,-5,A
3826,MFE,KMFE,Mc Allen Miller International Airport,Mcallen,United States,-6,A
3827,NGU,KNGU,Norfolk Naval Station (Chambers Field),Norfolk,United States,-5,A
3828,CEF,KCEF,Westover ARB/Metropolitan Airport,Chicopee Falls,United States,-5,A
3829,LBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,United States,-6,A
3830,ORD,KORD,Chicago O'Hare International Airport,Chicago,United States,-6,A
3831,BCT,KBCT,Boca Raton Airport,Boca Raton,United States,-5,A
3832,FAI,PAFA,Fairbanks International Airport,Fairbanks,United States,-9,A
3834,CVS,KCVS,Cannon Air Force Base,Clovis,United States,-7,A
3835,NGF,PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,-10,A
3836,OFF,KOFF,Offutt Air Force Base,Omaha,United States,-6,A
3837,GKN,PAGK,Gulkana Airport,Gulkana,United States,-9,A
3838,ART,KART,Watertown International Airport,Watertown,United States,-5,A
3839,PSP,KPSP,Palm Springs International Airport,Palm Springs,United States,-8,A
3840,AMA,KAMA,Rick Husband Amarillo International Airport,Amarillo,United States,-6,A
3841,FOD,KFOD,Fort Dodge Regional Airport,Fort Dodge,United States,-6,A
3842,BAD,KBAD,Barksdale Air Force Base,Shreveport,United States,-6,A
3843,FOE,KFOE,Topeka Regional Airport - Forbes Field,Topeka,United States,-6,A
3844,COT,KCOT,Cotulla-La Salle County Airport,Cotulla,United States,-6,A
3845,ILM,KILM,Wilmington International Airport,Wilmington,United States,-5,A
3846,BTR,KBTR,Baton Rouge Metropolitan Airport,Baton Rouge,United States,-6,A
3848,TYR,KTYR,Tyler Pounds Regional Airport,Tyler,United States,-6,A
3849,BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,-5,A
3850,HBR,KHBR,Hobart Regional Airport,Hobart,United States,-6,A
3851,LNY,PHNY,Lanai Airport,Lanai,United States,-10,N
3852,AEX,KAEX,Alexandria International Airport,Alexandria,United States,-6,A
3853,WSD,KWSD,Condron Army Air Field,White Sands,United States,-7,A
3854,CDB,PACD,Cold Bay Airport,Cold Bay,United States,-9,A
3855,TUL,KTUL,Tulsa International Airport,Tulsa,United States,-6,A
3856,SIT,PASI,Sitka Rocky Gutierrez Airport,Sitka,United States,-9,A
3857,ISP,KISP,Long Island Mac Arthur Airport,Islip,United States,-5,A
3858,MSP,KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,-6,A
3859,ILG,KILG,New Castle Airport,Wilmington,United States,-5,A
3860,DUT,PADU,Unalaska Airport,Unalaska,United States,-9,A
3861,MSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,-6,A
3862,PWM,KPWM,Portland International Jetport Airport,Portland,United States,-5,A
3863,OKC,KOKC,Will Rogers World Airport,Oklahoma City,United States,-6,A
3864,ALB,KALB,Albany International Airport,Albany,United States,-5,A
3865,VDZ,PAVD,Valdez Pioneer Field,Valdez,United States,-9,A
3866,LFI,KLFI,Langley Air Force Base,Hampton,United States,-5,A
3867,SNA,KSNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,-8,A
3868,CBM,KCBM,Columbus Air Force Base,Colombus,United States,-6,A
3869,TMB,KTMB,Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,-5,A
3870,NTU,KNTU,Oceana Naval Air Station,Oceana,United States,-5,A
3871,GUS,KGUS,Grissom Air Reserve Base,Peru,United States,-5,A
3872,CPR,KCPR,Casper-Natrona County International Airport,Casper,United States,-7,A
3873,VPS,KVPS,Destin-Ft Walton Beach Airport,Valparaiso,United States,-6,A
3874,SEM,KSEM,Craig Field,Selma,United States,-6,A
3875,EYW,KEYW,Key West International Airport,Key West,United States,-5,A
3876,CLT,KCLT,Charlotte Douglas International Airport,Charlotte,United States,-5,A
3877,LAS,KLAS,McCarran International Airport,Las Vegas,United States,-8,A
3878,MCO,KMCO,Orlando International Airport,Orlando,United States,-5,A
3879,FLO,KFLO,Florence Regional Airport,Florence,United States,-5,A
3880,GTF,KGTF,Great Falls International Airport,Great Falls,United States,-7,A
3881,YNG,KYNG,Youngstown Warren Regional Airport,Youngstown,United States,-5,A
3882,FBK,PAFB,Ladd AAF Airfield,Fort Wainwright,United States,-9,A
3884,WRB,KWRB,Robins Air Force Base,Macon,United States,-5,A
3885,BKK,VTBS,Suvarnabhumi Airport,Bangkok,Thailand,7,U
3886,NAH,WAMH,Naha Airport,Naha,Indonesia,8,N
3887,MXB,WAWM,Andi Jemma Airport,Masamba,Indonesia,8,N
3888,SQR,WAWS,Soroako Airport,Soroako,Indonesia,8,N
3889,TTR,WAWT,Pongtiku Airport,Makale,Indonesia,8,N
3890,KDI,WAWW,Wolter Monginsidi Airport,Kendari,Indonesia,8,N
3891,SBG,WITB,Maimun Saleh Airport,Sabang,Indonesia,7,N
3892,TSY,WICM,Cibeureum Airport,Tasikmalaya,Indonesia,7,N
3894,MLG,WARA,Abdul Rachman Saleh Airport,Malang,Indonesia,7,N
3896,BDO,WICC,Husein Sastranegara International Airport,Bandung,Indonesia,7,N
3897,CBN,WICD,Penggung Airport,Cirebon,Indonesia,7,N
3898,JOG,WARJ,Adi Sutjipto International Airport,Yogyakarta,Indonesia,7,N
3899,CXP,WIHL,Tunggul Wulung Airport,Cilacap,Indonesia,7,N
3900,PCB,WIHP,Pondok Cabe Air Base,Jakarta,Indonesia,7,N
3901,SRG,WARS,Achmad Yani Airport,Semarang,Indonesia,7,N
3903,BTH,WIDD,Hang Nadim International Airport,Batam,Indonesia,7,N
3904,TJQ,WIOD,Buluh Tumbang (H A S Hanandjoeddin) Airport,Tanjung Pandan,Indonesia,7,N
3905,PGK,WIPK,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang,Indonesia,7,N
3906,TNJ,WIDN,Raja Haji Fisabilillah International Airport,Tanjung Pinang,Indonesia,7,N
3907,SIQ,WIDS,Dabo Airport,Singkep,Indonesia,7,N
3908,BDJ,WAOO,Syamsudin Noor Airport,Banjarmasin,Indonesia,8,N
3909,BTW,WAOC,Batu Licin Airport,Batu Licin,Indonesia,8,N
3910,PKN,WAOI,Iskandar Airport,Pangkalan Bun,Indonesia,7,N
3911,PKY,WAOP,Tjilik Riwut Airport,Palangkaraya,Indonesia,7,N
3913,MOF,WATC,Maumere(Wai Oti) Airport,Maumere,Indonesia,8,N
3914,ENE,WATE,Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,8,N
3915,RTG,WATG,Frans Sales Lega Airport,Ruteng,Indonesia,8,N
3916,KOE,WATT,El Tari Airport,Kupang,Indonesia,8,N
3917,LBJ,WATO,Komodo Airport,Labuhan Bajo,Indonesia,8,N
3919,BPN,WALL,Sultan Aji Muhamad Sulaiman Airport,Balikpapan,Indonesia,8,N
3920,TRK,WALR,Juwata Airport,Taraken,Indonesia,8,N
3921,SRI,WALS,Temindung Airport,Samarinda,Indonesia,8,N
3922,TSX,WALT,Tanjung Santan Airport,Tanjung Santan,Indonesia,8,N
3923,AMI,WADA,Selaparang Airport,Mataram,Indonesia,8,N
3924,BMU,WADB,Muhammad Salahuddin Airport,Bima,Indonesia,8,N
3927,WGP,WADW,Umbu Mehang Kunda Airport,Waingapu,Indonesia,8,N
3928,SUB,WARR,Juanda International Airport,Surabaya,Indonesia,7,N
3929,SOC,WARQ,Adi Sumarmo Wiryokusumo Airport,Solo City,Indonesia,7,N
3930,ICN,RKSI,Incheon International Airport,Seoul,South Korea,9,U
3931,CNX,VTCC,Chiang Mai International Airport,Chiang Mai,Thailand,7,U
3932,CEI,VTCT,Chiang Rai International Airport,Chiang Rai,Thailand,7,U
3933,NST,VTSF,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,7,U
3935,NAK,VTUQ,Nakhon Ratchasima Airport,Nakhon Ratchasima,Thailand,7,U
3936,KOP,VTUW,Nakhon Phanom Airport,Nakhon Phanom,Thailand,7,U
3937,UBP,VTUU,Ubon Ratchathani Airport,Ubon Ratchathani,Thailand,7,U
3938,KKC,VTUK,Khon Kaen Airport,Khon Kaen,Thailand,7,U
3939,THS,VTPO,Sukhothai Airport,Sukhothai,Thailand,7,U
3940,DPS,WADD,Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,8,N
3941,ATH,LGAV,Eleftherios Venizelos International Airport,Athens,Greece,2,E
3942,NGO,RJGG,Chubu Centrair International Airport,Nagoya,Japan,9,U
3943,UKB,RJBE,Kobe Airport,Kobe,Japan,9,U
3944,PUW,KPUW,Pullman Moscow Regional Airport,Pullman,United States,-8,A
3945,LWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,United States,-8,A
3946,ELM,KELM,Elmira Corning Regional Airport,Elmira,United States,-5,A
3947,ITH,KITH,Ithaca Tompkins Regional Airport,Ithaca,United States,-5,A
3948,MRY,KMRY,Monterey Peninsula Airport,Monterey,United States,-8,A
3949,SBA,KSBA,Santa Barbara Municipal Airport,Santa Barbara,United States,-8,A
3950,DAB,KDAB,Daytona Beach International Airport,Daytona Beach,United States,-5,A
3952,LPX,EVLA,Liepāja International Airport,Liepaja,Latvia,2,E
3953,RIX,EVRA,Riga International Airport,Riga,Latvia,2,E
3954,SQQ,EYSA,Šiauliai International Airport,Siauliai,Lithuania,2,E
3955,HLJ,EYSB,Barysiai Airport,Barysiai,Lithuania,2,E
3956,KUN,EYKA,Kaunas International Airport,Kaunas,Lithuania,2,E
3958,PLQ,EYPA,Palanga International Airport,Palanga,Lithuania,2,E
3959,VNO,EYVI,Vilnius International Airport,Vilnius,Lithuania,2,E
3960,PNV,EYPP,Panevėžys Air Base,Panevezys,Lithuania,2,E
3964,EVN,UDYZ,Zvartnots International Airport,Yerevan,Armenia,4,E
3965,LWN,UDSG,Gyumri Shirak Airport,Gyumri,Armenia,4,E
3966,ASA,HHSB,Assab International Airport,Assab,Eritrea,3,U
3967,ASM,HHAS,Asmara International Airport,Asmara,Eritrea,3,U
3968,MSW,HHMS,Massawa International Airport,Massawa,Eritrea,3,U
3969,GZA,LVGZ,Yasser Arafat International Airport,Gaza,Palestine,2,U
3971,BUS,UGSB,Batumi International Airport,Batumi,Georgia,4,N
3972,KUT,UGKO,Kopitnari Airport,Kutaisi,Georgia,4,N
3973,TBS,UGTB,Tbilisi International Airport,Tbilisi,Georgia,4,N
3974,RIY,OYRN,Mukalla International Airport,Mukalla,Yemen,3,U
3975,TAI,OYTZ,Ta'izz International Airport,Taiz,Yemen,3,U
3976,HOD,OYHD,Hodeidah International Airport,Hodeidah,Yemen,3,U
3977,ADE,OYAA,Aden International Airport,Aden,Yemen,3,U
3978,AXK,OYAT,Ataq Airport,Ataq,Yemen,3,U
3979,AAY,OYGD,Al Ghaidah International Airport,Al Ghaidah Intl,Yemen,3,U
3980,SAH,OYSN,Sana'a International Airport,Sanaa,Yemen,3,U
3982,BHN,OYBN,Beihan Airport,Beihan,Yemen,3,U
3984,SCT,OYSQ,Socotra International Airport,Socotra,Yemen,3,U
3986,FMM,EDJA,Memmingen Allgau Airport,Memmingen,Germany,1,E
3987,NAV,LTAZ,Nevşehir Kapadokya Airport,Nevsehir,Turkey,3,E
3988,EZE,SAEZ,Ministro Pistarini International Airport,Buenos Aires,Argentina,-3,N
3989,EBL,ORER,Erbil International Airport,Erbil,Iraq,3,U
3990,EMD,YEML,Emerald Airport,Emerald,Australia,10,O
3991,HEW,LGAT,Athen Helenikon Airport,Athens,Greece,2,E
3992,KIX,RJBB,Kansai International Airport,Osaka,Japan,9,U
3993,JRB,KJRB,Downtown-Manhattan/Wall St Heliport,New York,United States,-5,A
3994,TAG,RPVT,Tagbilaran Airport,Tagbilaran,Philippines,8,N
3995,JAV,BGJN,Ilulissat Airport,Ilulissat,Greenland,-3,E
3996,JCH,BGCH,Qasigiannguit Heliport,Qasigiannguit,Greenland,-3,E
3997,JEG,BGAA,Aasiaat Airport,Aasiaat,Greenland,-3,E
3998,PMI,LEPA,Palma De Mallorca Airport,Palma de Mallorca,Spain,1,E
3999,DRW,YPDN,Darwin International Airport,Darwin,Australia,9.5,N
4000,URT,VTSB,Surat Thani Airport,Surat Thani,Thailand,7,U
4004,TKA,PATK,Talkeetna Airport,Talkeetna,United States,-9,A
4005,GZM,LMMG,Xewkija Heliport,Gozo,Malta,1,E
4006,HVN,KHVN,Tweed New Haven Airport,New Haven,United States,-5,A
4007,AVL,KAVL,Asheville Regional Airport,Asheville,United States,-5,A
4008,GSO,KGSO,Piedmont Triad International Airport,Greensboro,United States,-5,A
4009,FSD,KFSD,Joe Foss Field Airport,Sioux Falls,United States,-6,A
4010,AYQ,YAYE,Ayers Rock Connellan Airport,Uluru,Australia,9.5,N
4011,MHT,KMHT,Manchester-Boston Regional Airport,Manchester NH,United States,-5,A
4012,APF,KAPF,Naples Municipal Airport,Naples,United States,-5,A
4013,RDN,WMPR,LTS Pulau Redang Airport,Redang,Malaysia,8,N
4014,SDF,KSDF,Louisville International Standiford Field,Louisville,United States,-5,A
4015,CHO,KCHO,Charlottesville Albemarle Airport,Charlottesville VA,United States,-5,A
4016,ROA,KROA,Roanoke–Blacksburg Regional Airport,Roanoke VA,United States,-5,A
4017,LEX,KLEX,Blue Grass Airport,Lexington KY,United States,-5,A
4018,EVV,KEVV,Evansville Regional Airport,Evansville,United States,-6,A
4019,ABQ,KABQ,Albuquerque International Sunport,Albuquerque,United States,-7,A
4020,BZN,KBZN,Gallatin Field,Bozeman,United States,-7,A
4021,BIL,KBIL,Billings Logan International Airport,Billings,United States,-7,A
4022,BTM,KBTM,Bert Mooney Airport,Butte,United States,-7,A
4023,TVC,KTVC,Cherry Capital Airport,Traverse City,United States,-5,A
4024,FRS,MGTK,Mundo Maya International Airport,Flores,Guatemala,-6,U
4025,BHB,KBHB,Hancock County-Bar Harbor Airport,Bar Harbor,United States,-5,A
4026,RKD,KRKD,Knox County Regional Airport,Rockland,United States,-5,A
4027,JAC,KJAC,Jackson Hole Airport,Jacksn Hole,United States,-7,A
4028,RFD,KRFD,Chicago Rockford International Airport,Rockford,United States,-6,A
4029,DME,UUDD,Domodedovo International Airport,Moscow,Russia,3,N
4030,SYX,ZJSY,Sanya Phoenix International Airport,Sanya,China,8,U
4031,MFN,NZMF,Milford Sound Airport,Milford Sound,New Zealand,12,Z
4033,LJG,ZPLJ,Lijiang Airport,Lijiang,China,8,U
4034,GSP,KGSP,Greenville Spartanburg International Airport,Greenville,United States,-5,A
4037,BMI,KBMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,-6,A
4038,GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,United States,-6,A
4039,AZO,KAZO,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,-5,A
4040,TOL,KTOL,Toledo Express Airport,Toledo,United States,-5,A
4041,FWA,KFWA,Fort Wayne International Airport,Fort Wayne,United States,-5,A
4042,DEC,KDEC,Decatur Airport,Decatur,United States,-6,A
4043,CID,KCID,The Eastern Iowa Airport,Cedar Rapids,United States,-6,A
4044,LSE,KLSE,La Crosse Municipal Airport,La Crosse,United States,-6,A
4045,CWA,KCWA,Central Wisconsin Airport,Wassau,United States,-6,A
4046,PIA,KPIA,General Wayne A. Downing Peoria International Airport,Peoria,United States,-6,A
4047,ATW,KATW,Appleton International Airport,Appleton,United States,-6,A
4048,RST,KRST,Rochester International Airport,Rochester,United States,-6,A
4049,CMI,KCMI,University of Illinois Willard Airport,Champaign,United States,-6,A
4050,MHK,KMHK,Manhattan Regional Airport,Manhattan,United States,-6,A
4051,KGC,YKSC,Kingscote Airport,Kingscote,Australia,9.5,O
4052,HVB,YHBA,Hervey Bay Airport,Hervey Bay,Australia,10,O
4054,DLU,ZPDL,Dali Airport,Dali,China,8,U
4056,MZV,WBMU,Mulu Airport,Mulu,Malaysia,8,N
4057,SSH,HESH,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,2,N
4058,FKL,KFKL,Venango Regional Airport,Franklin,United States,-5,A
4059,NBO,HKJK,Jomo Kenyatta International Airport,Nairobi,Kenya,3,N
4060,SEU,HTSN,Seronera Airport,Seronera,Tanzania,3,U
4061,FTE,SAWC,El Calafate Airport,El Calafate,Argentina,-3,N
4062,ARM,YARM,Armidale Airport,Armidale,Australia,10,O
4063,GJT,KGJT,Grand Junction Regional Airport,Grand Junction,United States,-7,A
4064,SGU,KSGU,St George Municipal Airport,Saint George,United States,-7,A
4065,DWH,KDWH,David Wayne Hooks Memorial Airport,Houston,United States,-6,A
4067,SRQ,KSRQ,Sarasota Bradenton International Airport,Sarasota,United States,-5,A
4069,BDA,TXKF,L.F. Wade International International Airport,Bermuda,Bermuda,-4,A
4071,VNY,KVNY,Van Nuys Airport,Van Nuys,United States,-8,A
4072,MLI,KMLI,Quad City International Airport,Moline,United States,-6,A
4073,PFN,KPFN,Panama City-Bay Co International Airport,Panama City,United States,-6,A
4074,HIR,AGGH,Honiara International Airport,Honiara,Solomon Islands,11,U
4075,PPT,NTAA,Faa'a International Airport,Papeete,French Polynesia,-10,U
4076,INU,ANYN,Nauru International Airport,Nauru,Nauru,12,U
4077,FUN,NGFU,Funafuti International Airport,Funafuti,Tuvalu,12,U
4078,OVB,UNNT,Tolmachevo Airport,Novosibirsk,Russia,7,N
4081,XKH,VLXK,Xieng Khouang Airport,Phon Savan,Laos,7,U
4083,BIS,KBIS,Bismarck Municipal Airport,Bismarck,United States,-6,A
4084,TEX,KTEX,Telluride Regional Airport,Telluride,United States,-7,A
